id,affiliation
1873,"Department of Computer Science, Dartmouth College"
1874,"Dipartimento di Fisica e Astronomia, Universita' di Catania"
1875,"INRIA Futurs, Labri"
1876,WLU
1877,EP INSTITUTE
1878,Amsterdam
1879,Drexel
1880,Rochester
1881,Astron
1882,SARA
1883,L2MP
1884,ST-Rousset
1885,shawn
1886,LESTER
1887,DIMAP - UFRN
1888,"INRIA Rocquencourt, LEI"
1889,INESC-ID
1890,"MODAL'x, Cmap"
1891,INRIA Rocquencourt / INRIA Lorraine - LORIA
1892,LIPSI
1893,CLIPS - IMAG
1894,Oxford University Computational Laboratory
1895,University of Sussex
1896,"INRIA Futurs, INRIA Futurs"
1897,"General Motors R&D Center, Warren, MI"
1898,"Dept. Elecetrical Engineering, Indian Institute of Science, Bangalore"
1899,"Electrical Engg. Dept., Indian Institute of Science"
1900,General Motors R&D
1901,DISCO
1902,BNUT
1903,"DLR, Oberpfaffenhofen"
1904,LPTMS
1905,POLITO
1906,Leiden University
1907,ICRL
1908,CIM
1909,Robotic Laboratory
1910,"IRCCyN, Robotics Laboratory"
1911,ROBOTICS Laboratory
1912,"LIRMM, Eliaus"
1913,UNIVERSITY of Manchester
1914,NIA
1915,Robotics Laboratory
1916,"Computer Science Department, American University of Beirut"
1917,"Center for Advanced Mathematical Sciences, American University of Beirut"
1918,"INRIA Futurs, LRI"
1919,INRIA Sophia-Antipolis
1920,IFW
1921,"University of Wroclaw, ITP"
1922,XRCE
1923,"UA, Tucson"
1924,MIG
1925,"IRISA, DIT"
1926,WMI
1927,CEA/LIST
1928,MPDL
1929,"IRCCyN, DIE"
1930,LGC
1931,U.C. Berkeley
1932,Eurecom Institute
1933,Supelec
1934,"LIP, INRIA Rhône-Alpes"
1935,"ID-IMAG, INRIA Rhône-Alpes / ID-IMAG"
1936,"LESTER, STM"
1937,STM
1938,INRIA Rhône-Alpes / ID-IMAG
1939,"SITE, Loria"
1940,Saint-Petersburg State University of Aerospace Instrumentation
1941,Laboratoire de Mathématiques et Applications Poitiers France
1942,Laboratoire Signal Image et Communications Poitiers France
1943,"INRIA Rhône-Alpes / Id-Imag, Lig"
1944,"Anal. and Stoch. Res. Group, HAS"
1945,"Dept. of Comp. Sci., Univ. of Szeged"
1946,GAATI
1947,"CWI, University of Amsterdam"
1948,"LIRMM, LP2A"
1949,LP2A
1950,"LP2A, LIRMM"
1951,"Department of CSE, IIT-Bombay, India"
1952,"INRIA Rocquencourt, ENSTA-UMA"
1953,COPRIN
1954,"INRIA Futurs, INRIA Rocquencourt"
1955,CNRS-LRI
1956,U. Waterloo and Perimeter Inst.
1957,INFORMATIQUE WGZ INC.
1958,CEGELY
1959,"SAMOS, Matisse"
1960,UIUC
1961,STORAGETEK
1962,SC
1963,"SAMOS, CES"
1964,RDD GDF
1965,LACO
1966,LM
1967,CRIP5
1968,Tel-Aviv University
1969,"INRIA FUTURS, INRIA Futurs"
1970,"Center for Quantum Information and Quantum Control, University of Toronto, and NTT Basic Research Laboratories, NTT Corporation"
1971,LEI
1972,"INRIA Rocquencourt, EIFFEL"
1973,"INRIA, LEI"
1974,"LIP6 - CNRS and UPMC, France"
1975,YABATECH
1976,"INRIA Rocquencourt, INRIA"
1977,STIX
1978,UCALGARY
1979,UWO
1980,CST
1981,PRIP
1982,"Department of Aeronautics and Astronautics, Massachusetts Institue of Technology"
1983,Shandong University
1984,University of Hong Kong
1985,GALION
1986,"Baylor U. & Dubna, JINR"
1987,Baylor U.
1988,DICE-MLG
1989,"SAMOS, Matisse, Dice-MLG"
1990,"MATISSE, Samos"
1991,"ESA, Iag-Fin"
1992,"ESA, Iag-Fin, Dice"
1993,University Kiel
1994,"Ben Gurion University, Beer Sheva"
1995,"LIRMM, Lp2a"
1996,"LP2A, University of Manchester"
1997,"INRIA Futurs, LIFL"
1998,IRISA / INRIA Rennes
1999,"IRISA / INRIA Rennes, INRIA Rhône-Alpes / GRAVIR-IMAG"
2000,CWI/Univ. Amsterdam
2001,LaBRI - Univ. Bordeaux 1
2002,CNRS/INRIA/Univ. Nice
2003,LADYR
2004,Hellenic Open University
2005,"INRIA Futurs, ISI"
2006,"ISC, GRIMAAG"
2007,LPC-Clermont
2008,"LPC-Clermont, CS-Si"
2009,Informatique Signaux Et Systèmes
2010,SCAI
2011,DRDC
2012,DEVM
2013,DRDC/Bim
2014,IECN
2015,SAMOS
2016,"CES, SAMOS"
2017,CEREQ
2018,U. Waterloo & Perimeter
2019,TIFR
2020,"C&O and IQC, U. Waterloo"
2021,Sathe
2022,"INRIA Lorraine - LORIA, KMI"
2023,"Associate Member, IEEE"
2024,GS-UW
2025,LP2A-DALI
2026,"INRIA Lorraine - LORIA, LIX"
2027,"INRIA Lorraine - LORIA, LORIA"
2028,Christian-Albrechts-Universität Zu Kiel
2029,CHRISTIAN-Albrechts-UniversitäT Zu Kiel
2030,INRIA Lorraine - Loria / Lifc
2031,DS
2032,"LRI, INRIA Futurs"
2033,LMFA
2034,"LaCIM, Universite du Quebec a Montreal"
2035,Leibniz - IMAG
2036,INRA-ENSAR
2037,LERIA
2038,"LIAFA - CNRS, Universite Paris 7"
2039,LMNO
2040,CEREMADE
2041,LAGA
2042,European Commission - Joint Research Centre
2043,EURECOM
2044,"LIX, INRIA Futurs"
2045,FHG FIRST.IDA
2046,EPFL -- CVLAB
2047,"LESTER, CES"
2048,"INRIA Futurs, LaBRI"
2049,DGA/CEP/GIP/SRO
2050,"LMC - Imag, Gravir - Imag"
2051,GRAVIR - Imag
2052,LMC - Imag
2053,LIH EA3219
2054,LIFAR EA2655
2055,TIMC - IMAG
2056,CMUDD
2057,Maharishi University of Management
2058,D.M.I
2059,KXEN
2060,DCRE
2061,New Mexico State University
2062,University of Nebraska at Omaha
2063,University of Texas at Dallas
2064,"Seccion Biofisica, Facultad de Ciencias, Universidad de la Republica"
2065,GISUM
2066,NOKIA Research Center
2067,UNIS
2068,University of Bristol
2069,TSI
2070,"Universidade Estadual de Campinas, Brazil"
2071,Rochester Institute of Technology
2072,MPIPS
2073,"IRISA / INRIA Rennes, IRISA / INRIA Rennes"
2074,"Department of Electrical & Computer Engineering, Royal Military College of Canada"
2075,"University of Siena, Italy"
2076,"Department of Computer Science, Ben-Gurion University, Israel"
2077,"LuFG Informatik 2, RWTH Aachen, Germany"
2078,"Department of Computer Science and Software Engineering, University of Melbourne, Australia"
2079,INRIA Rhône-Alpes / Gravir-Imag
2080,U Waterloo
2081,"School of Computer Science, University of Birmingham, UK;"
2082,"School of Physics & Astronomy, University of Birmingham, UK;"
2083,University of Karlsruhe
2084,CALTECH
2085,FERMILAB
2086,RWTH Aachen
2087,University of Florida
2088,MPLA
2089,LIP-ENS LYON
2090,DSI BOLOGNA
2091,CWI and U of Amsterdam
2092,Haifa U
2093,"Dipartimento di Scienze della Cultura, Politiche e dell'Informazione"
2094,"LACL, Dept. of Informatics"
2095,University of Nice
2096,SCG
2097,"LP2A, SCG"
2098,"GRIMAAG, ISC"
2099,GRIMAAG
2100,CS Dept. University of New Mexico
2101,Physics Div. Los Alamos National Laboratory
2102,LPTENS
2103,NCM
2104,PDMI
2105,"Department of Applied Mathematics and Statistics, Stony Brook University"
2106,"Department of Computer Science, Stony Brook University"
2107,"Department of Mathematics and Computer Science, Technische Universiteit Eindhoven, The Netherlands"
2108,Rutgers and IHES
2109,LMS
2110,LRBB
2111,"INRIA Futurs, LVSN, IIS"
2112,LVSN
2113,IIS
2114,Eds.
2115,LCT
2116,CRIL
2117,"LIP6, LPPA"
2118,LPPA
2119,ALCHEMY
2120,University of Parma
2121,"Los Alamos National Laboratory, T-13"
2122,"Los Alamos National Laboratory, Center for Nonlinear Studies"
2123,"Citigroup, Sao Paulo, Brasil"
2124,LaBRI University of Bordeaux-1 France
2125,University of Iowa
2126,University in Bergen Norway
2127,"HP Laboratories, Bristol, UK"
2128,"University of Victoria, Canada"
2129,"INRIA Futurs, UNSL-DI"
2130,UNSL-DI
2131,"Centre for Quantum Computation, DAMTP, University of Cambridge"
2132,IFI-LMU
2133,Athens U of Econ & Business
2134,FRACTALES
2135,LIH
2136,Free University of Bozen--Bolzano
2137,TIM
2138,CORTEX
2139,SAHLOUL
2140,"LPT, FIUBA"
2141,ALENIA Aeronautica
2142,LPTO
2143,DELIC
2144,"INRIA Rocquencourt, PRISM - UVSQ"
2145,"University of Porto, Portugal;"
2146,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL, USA"
2147,Department of Computer Science University of Illinois at Urbana-Champaign
2148,U.of Chicago
2149,SITE
2150,"Charite, Berlin"
2151,CSIRO Ict Center
2152,"Theoretical Division, Los Alamos National Laboratory"
2153,"Global Consumer Bank, Citigroup"
2154,"Imperial College London, United Kingdom"
2155,"Heriot-Watt University, United Kingdom"
2156,Rutgers University
2157,CQC Cambridge
2158,"Dept. of Computer Engineering, Ecole Polytechnique, Montreal, Canada"
2159,U Calgary
2160,"Opersys, Montreal, Canada"
2161,"Ericsson Research, Montreal, Canada"
2162,"Philips Research Laboratories, Eindhoven, Netherlands"
2163,Department of Mathematics Institute of Basic Science
2164,"CWI, University of Amsterdam, and National ICT Australia"
2165,BYU
2166,"ISC, XRCE"
2167,"Computer Engineering, Ecole Polytechnique de Montreal"
2168,Institut Eurecom
2169,"ID - Imag, Inria Rhône-Alpes / Id-Imag"
2170,ID - Imag
2171,U. of Arizona
2172,"Icar CNR, Italy"
2173,"UBC, Canada"
2174,Thapar Institute of Engineering and Technology
2175,ftw. Forschungszentrum Telekommunikation Wien
2176,Signal and Information Processing Laboratory ETH Zurich
2177,CEVH
2178,Universite Libre de Bruxelles
2179,Perimeter Institute
2180,"CITA, University of Toronto"
2181,Vanderbilt University
2182,"Dubna, JINR"
2183,Asian Institute of Technology
2184,"SENER, Madrid, Spain"
2185,"CLC, Dep Math, IST, Lisbon, Portugal"
2186,"EPS-UAM, Madrid, Spain"
2187,Fermi National Accelerator Laboratory
2188,University of Lancaster
2189,"Kharkiv National University of Radio Electronics, Ukraine"
2190,"Institute of Radio-Physics and Electronics of Natl. Acad. Sci., Ukraine"
2191,"Corporate Technology, Siemens AG"
2192,"ID - Imag, Apache Ur-Ra Id Imag"
2193,UMIST
2194,"LIAFA, Regal Ur-R Lip6"
2195,LIFAR
2196,RAP UR-R
2197,"GRAVIR - Imag, Orpailleur Loria"
2198,ORPAILLEUR Loria
2199,Wichita State University
2200,ID - IMAG
2201,Moscow Power Engineering Institute
2202,Altair Naval Research Institute of Radio Electronics
2203,Center for Mathematics and Computer Science
2204,"CHEP and SERC, IISc, Bangalore"
2205,"LIFAR, LIPN"
2206,"LIPN, GREYC"
2207,"TIMC - IMAG, SIIM"
2208,INRIA-RA
2209,LARIA
2210,University of Massachusetts at Lowell and MSRI
2211,Binghamton University
2212,OBASCO IRISA
2213,REGAL UR-R LIP6
2214,PARIS Irisa
2215,OBASCO Irisa
2216,SARDES Ur-Ra Imag
2217,REGAL Ur-R Lip6
2218,ARES UR-RA
2219,JACQUARD Ur-F Lifl
2220,"LIPN, ALGO UR-R"
2221,ALGO UR-R
2222,LABRI
2223,"Moscow Institute of Physics and Technology, Moscow, Russia"
2224,LRI Paris
2225,"Theoretical Physics, University Kiel"
2226,Universidad Politecnica de Valencia
2227,"WIAS-Berlin, TU-Berlin"
2228,U Paris 6
2229,"University of California, Berkeley"
2230,Brandenburg University of Technology
2231,"The West University of Timisoara, Romania"
2232,Neurosoft S.A
2233,RACTI
2234,GRIL
2235,Patra's University
2236,Swiss Federal Archives
2237,Moscow State University
2238,Univ. of Waterloo and BioInformatics Solutions Inc.
2239,"Univ. California, Santa Barbara"
2240,Univ. Western Ontario
2241,CWI and Univ. of Amsterdam
2242,Skobeltsyn Institute of Nuclear Physics of Moscow State University
2243,"Dipartimento di Informatica, Università di Venezia - Mestre, Italy"
2244,Istituto di Scienza e Tecnologia per l'Informazione
2245,"TRDDC, Pune, India"
2246,"IIT Bombay, India"
2247,Haverford College
2248,"Limburgs Universitair Centrum, Diepenbeek, Belgium"
2249,"Institute of Informatics, Warsaw University, Warsaw, Poland"
2250,"School of Engineering, University of Porto, Portuga"
2251,"Birkbeck, University of London, U.K"
2252,"Xerox Research Centre Europe, France"
2253,Szabist
2254,"University of Pisa and Istituto Nazionale di Fisica Nucleare, Sezione di Pisa"
2255,"Szabist, Karachi"
2256,"Limburgs Universitair Centrum, Belgium"
2257,Warsaw University
2258,"Carnegie Mellon University, Pittsburgh, PA; Max-Planck-Institut fuer Astronomie, Heidelberg"
2259,"Microsoft Research, Redmond WA, USA"
2260,"M.I.T. CSAIL, Cambridge MA, USA"
2261,University of Miami
2262,University of Arizona
2263,"Brookhaven National Laboratory, Data Analysis and Visualization, Upton, NY"
2264,"Skobektsyn Institute of Nuclear Physics Moscow State University, Moscow, Russia"
2265,Universita' Ca' Foscari di Venezia
2266,Universita' degli Studi di Udine
2267,Harvard University
2268,Stanford University Libraries
2269,Intel Research
2270,"Artificial Intelligence Institute, Dresden University of Technology, Germany"
2271,"Skobeltsyn Institute of Nuclear Physics, Moscow State University, Moscow, Russia"
2272,"CERN-IT, Geneva, Switzerland"
2273,"JINR LIT, Dubna, Russia"
2274,"Academica Sinica, Taipei, Taiwan"
2275,Shizuoka University
2276,"University of Ljubljana, Slovenia"
2277,"CNRS, Toulouse and ENS, Paris"
2278,Brookhaven National Laboratory
2279,Utah State University
2280,"Department of Theoretical Physics State University of Saint-Petersburg, Saint-Petersburg, Russia"
2281,Centre for European Nuclear Research
2282,"Foundation University, Islamabad, Pakistan"
2283,"National University of Science and Technology, Pakistan"
2284,National Laboratory for Scientific Computing
2285,Argonne National Laboratory
2286,University of Texas at Arlington
2287,"Faculdade de Ciencias, University of Lisbon, Portugal"
2288,"ADETTI, Edificio ISCTE, University of Lisbon, Portugal"
2289,"Department of Physics, School of Engineering, University of Porto"
2290,"Amsterdam, Netherlands"
2291,"CFNUL/FCUL, Portugal"
2292,"UCP Figueira da Foz, Portugal"
2293,"Bucharest, Romania"
2294,"Dubna, Russian Federation"
2295,"Gatchina, Russian Federation"
2296,Lancaster University
2297,"Kirchhoff Institute of Physics, Ruprecht-Karls-University Heidelberg, Germany, for the ALICE Collaboration"
2298,"Centre for Quantum Computation, University of Cambridge"
2299,"CERN, Geneve, Switzerland"
2300,"IPN, Orsay, France"
2301,"NPI, ASCR, Rez, Czech Republic"
2302,"CERN, Geneva, Switzerland"
2303,"IFCA, Santander, Spain"
2304,"Artificial Intelligence Institute, Dresden University of Technology"
2305,"Dipartimento di Informatica, Universita' di Pisa, Italy"
2306,U. Bristol
2307,Calgary
2308,"Waterloo, Perimeter Institute"
2309,Moscow University
2310,"Brandenburg University of Technology, Cottbus, Germany"
2311,"IMFM, Ljubljana, Slovenia"
2312,"University of Technology, Lulea, Sweden"
2313,"JPL, Caltech"
2314,Stowe Research
2315,Kansas State University
2316,"NSI, Moscow"
2317,"DESY, Hamburg"
2318,Stanford
2319,Technische Universitaet Muenchen
2320,AIST Neuroscience Research Institute
2321,Univ. de Liege
2322,University of Wroclaw
2323,"Faculty for the Information Security, Russian State University for the Humanities"
2324,"Max-Planck-Institut fur Gravitationsphysik, Albert-Einstein-Institut, Golm, Germany"
2325,Emory U
2326,Institute for Advanced Study
2327,"U. of Rome ""La Sapienza"""
2328,"ENST, Paris"
2329,"Istituto di Informatica e Telematica, C.N.R., Pisa, Italy"
2330,"Dipartimento di Informatica, Universita di Pisa, Italy"
2331,"Dipartimento di Matematica Pura ed Applicata, Universita di Padova, Italy"
2332,"University of Munich, Germany"
2333,"Universiteit Gent, Belgium"
2334,"Linköping University, Sweden"
2335,Case Western Reserve University
2336,"Loyola University, Chicago"
2337,"The Academic College of Tel-Aviv, Israel"
2338,"The Catholic University of Leuven, Belgium"
2339,"Institut für Informatik, Universität Potsdam"
2340,"Institut für Informationssysteme, Technische Universität Wien"
2341,"HP, MSRI, UC Berkeley"
2342,U. of Connecticut
2343,Brown U.
2344,Universitaet Tuebingen Germany
2345,University of Newcastle Australia
2346,"Central Research Institute of Electric Power Industry, Japan"
2347,Princeton
2348,U. of Oviedo
2349,U.P. of Madrid
2350,"U Massachusetts, Amherst"
2351,Technische Universität München
2352,Universitaet Karlsruhe
2353,Cornell -> IBM
2354,U. of Chicago
2355,CWI and BioInformatics Solutions
2356,Miami University
2357,Hebrew University
2358,"Royal Holloway, University of London"
2359,"Univ. La Sapienza, Rome"
2360,EADS Deutschland GmbH
2361,Validas AG
2362,TU Munich
2363,FNAL
2364,Cornell
2365,BNL
2366,SLAC
2367,INFN
2368,KEK
2369,DESY
2370,IHEP Beijing
2371,PSI
2372,Emory U.
2373,NRAO
2374,"Institute of Computer Science, Albert-Ludwigs-University Freiburg, Germany"
2375,LIFO - University of Orleans - France
2376,INRIA Rocquencourt - France
2377,DCC - UFMG - Brazil
2378,BESSY
2379,ANL
2380,APS/ANL
2381,Rochester University
2382,Dept. of Computer Science K.U.Leuven
2383,Mission Critical
2384,"Departamento de Fisica - Universidade Federal de Sao Carlos, Brazil"
2385,Centro Brasileiro de Pesquisas Fisicas - Rio de Janeiro and Erwin Schroedinger International Institute for Mathematical Physics - Vienna
2386,NERA Economic Consulting
2387,London Business School and NERA Economic Consulting
2388,The Open University
2389,Zhongshan University
2390,Guoxun Ltd
2391,"University of Wales, Swansea"
2392,"McMaster University, Hamilton, Canada"
2393,Max-Planck-Institut für Gravitationsphysik
2394,Univ of Chicago
2395,Lawrence Berkeley Natnl Lab
2396,MIT Lincoln Laboratory
2397,U. of Tokyo
2398,"TALP Research Center, Universitat Politècnica de Catalunya"
2399,"HP Sand Hill Labs, Palo Alto, CA"
2400,Xerox Research Centre Europe
2401,Universite de Montreal
2402,"CCSRC, SRI International"
2403,Dept. of Computer Science / University of Rochester
2404,Univ. Warwick
2405,IRISA/INSA de Rennes
2406,"Universiti Kebangsaan Malaysia, Bangi, Malaysia"
2407,"University of Portsmouth, UK"
2408,Lucent Technologies
2409,Illinois Institute of Technology
2410,"Berkeley, CWI"
2411,MSRI
2412,Lehigh University
2413,"Rutgers, The State University of New Jersey, USA"
2414,"GUP Linz, Joh. Kepler University Linz, Austria"
2415,"Prof. Emer., Queensborough Community Coll."
2416,University of Dhaka
2417,"Katholieke Universiteit Leuven, Dept. of Computer Science"
2418,"Joint Research Centre, Ispra, Italy"
2419,"CMP Technology, Inc"
2420,Conexant Systems Inc
2421,Univ. de Chile
2422,Univ. Paris 7 and IUF
2423,Univ. Paris 7
2424,Raytheon Information Technology and Scientific Services
2425,University of Oviedo
2426,University of Calgary
2427,University of Marburg
2428,"Institue of Information Systems, Humboldt University Berlin"
2429,"EST-IPS, Setubal"
2430,"IST, Lisboa"
2431,"GFM, UL, Lisboa"
2432,University Giessen
2433,Giessen
2434,Manchester Metropolitan University. Manchester. UK
2435,Santa Fe Institute
2436,IBM TJ Watson Research Center
2437,"Teachers College, Columbia University"
2438,MSU
2439,McGill Univ.
2440,Johns Hopkins Univ.
2441,Univ. Freiburg
2442,Uppsala Univ.
2443,Chinese Academy of Sciences
2444,"University of California, Santa Barbara"
2445,Columbia University
2446,University of Minnesota Duluth
2447,"Utsunomiya University, Japan"
2448,"Catholic U. of Sao Paulo, Brazil"
2449,Hebrew University and NEC Research Institute
2450,ATT Shannon Laboratory
2451,NEC Research Institute
2452,National University of Singapore
2453,"Potchefstroom University for Christian Higher Education, South Africa"
2454,Katholieke Universiteit Leuven
2455,Distributed Systems Technology Centre
2456,"University of Angers, France"
2457,"Dipartimento di Scienze e Tecnologie Avanzate - Universita' del Piemonte Orientale, Alessandria, Italy"
2458,California Institute of Technology
2459,RIKEN BSI
2460,"CLSP, The Johns Hopkins University"
2461,CLSP The Johns Hopkins University
2462,"King's College, London"
2463,IBM T.J. Watson Research Center
2464,"FRC/IRH, St.-Petersburg, Russia"
2465,McMaster U.
2466,U. Waterloo
2467,CWI & U. Amsterdam
2468,The Perimeter Institute
2469,UCSB
2470,CWI and U Amsterdam
2471,RIT
2472,Towson University
2473,"Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, UK"
2474,"Department of Computer Science, Victoria University of Manchester, Manchester, UK"
2475,LRI Paris Sud
2476,CQC Oxford
2477,"CLSP, The Johns Hopkins University, USA"
2478,CRL
2479,Kyoto University
2480,Princeton/MIT LL
2481,Sarnoff/LANL
2482,Sarnoff
2483,"DAMTP, University of Cambridge"
2484,University of Notre Dame
2485,"Department of Computer Science and Application Utkal University, Bhubaneswar, India"
2486,"National Informatics Centre, Puri, India"
2487,U.Calgary
2488,CWI and U.Amsterdam
2489,Bar-Ilan University
2490,The Hebrew University of Jerusalem
2491,"ZIB, Berlin, and J. v. Neumann Institute, Juelich"
2492,Cambridge University
2493,"Software & Knowledge Engineering Lab, Institute of Informatics & Telecommunications, NCSR Demokritos, Greece"
2494,TALP Research Center. LSI Dept. Universitat Politecnica de Catalunya. Barcelona
2495,"IMS, University of Stuttgart"
2496,"Hewlett-Packard Labs, Bristol"
2497,"Institute of Mathematics & Informatics, Vilnius"
2498,Vinnitsa Institute of Regional Economics and Management
2499,CQC and CWI
2500,AT&T Labs - Research
2501,Academic Systems Corp.
2502,UiB
2503,University of Texas at Austin
2504,Xerox PARC
2505,Bell Labs - Lucent Technologies
2506,University Twente
2507,"Department of Computer Science, University of Sheffield, UK"
2508,U of Waterloo
2509,"FCR/IRH, St.-Petersburg, Russia"
2510,Florida State U.
2511,DFKI GmbH
2512,University of Montreal
2513,NEC Corporation
2514,Universita di Padova
2515,University of California at Berkeley
2516,Texas Instruments
2517,U of Arizona
2518,U of Calgary
2519,U of Oxford
2520,Universitat Politecnica de Catalunya
2521,University of Duesseldorf
2522,"The Natural Interactive Systems Group, Odense University, Denmark"
2523,University of Paderborn
2524,University of Mainz
2525,"Network Research Group, Lawrence Berkeley National Laboratory"
2526,DFKI
2527,UPadova
2528,"Informatique CDC/DTA, Arcueil, France"
2529,Air Force Research Laboratory
2530,"U of Oxford, CWI"
2531,"LADSEB-CNR, Padova, Italy"
2532,"University of Hagen, Germany"
2533,"IMS, Stuttgart University"
2534,"Middle East Technical University, Ankara"
2535,Mitre Corporation
2536,"FORWISS and Institute of Computer Science, University of Erlangen"
2537,"UNED, Spain"
2538,University of Nijmegen
2539,Tilburg University
2540,Sony Computer Science Laboratory
2541,"Simon Fraser University and TCC Communications, Canada"
2542,"Computational Linguistics, Universitity of the Saarland, Germany"
2543,"Center for Research on Information Access, Columbia University"
2544,"Computer Science, Columbia University"
2545,University of Pittsburgh
2546,"IRCS, University of Pennsylvania"
2547,Departament de Llenguatges i Sistemes Informatics of the Universitat Politecnica de Catalunya
2548,"Departament de LSI, Universitat Politecnica de Catalunya"
2549,"Lengoia eta Informatikoak saila, Euskal Erriko Universitatea"
2550,Natural Language Processing Group of Universitat Politecnica de Catalunya and Universitat de Barcelona
2551,"POSTECH, Korea"
2552,"Department of Computer and Information Sciences, University of Delaware"
2553,"Department of Computer Science, University of Delaware"
2554,University of Delaware
2555,"Computer Laboratory, University of Cambridge"
2556,MIT Artificial Intelligence Laboratory
2557,University of Central Florida
2558,"Xerox Research Centre Europe, Grenoble"
2559,"IMS, Universität Stuttgart"
2560,University of Sao Paulo
2561,Federal University at Rio de Janeiro
2562,University of Library and Information Science
2563,Groningen University
2564,"INRIA, Rocquencourt, France"
2565,BBN
2566,"Microsoft Research Institute, Macquarie University, Sydney"
2567,"Dept. of Artificial Intelligence, Univ. of Edinburgh"
2568,"Dept. of Computer Science, Univ. of Edinburgh"
2569,"Xerox Research Centre Europe, Grenoble Laboratory, France"
2570,"ILK / Computational Linguistics, Tilburg University"
2571,"Dept. of Information Technology, Eindhoven University of Technology"
2572,Oregon Graduate Institute
2573,U. of Rochester
2574,"ITRI, University of Brighton"
2575,"Advanced Research Laboratory, Hitachi, Ltd."
2576,"Dept. of Economics, Nihon University"
2577,MITRE Corporation and George Mason University
2578,MITRE Corporation
2579,"Centre for Cognitive Science, University of Edinburgh"
2580,"Language and Communication Research Centre, Dept. of English Studies, University of Stirling"
2581,"ICI - Bucuresti, Romania"
2582,"CSELT - Turin, Italy"
2583,Speech Machines - DRA Malvern
2584,"Language and Communication Research Centre, Dept. of English Studies, University of Stirling, Scotland"
2585,Lucent Technologies Bell Labs
2586,University of Tuebingen
2587,Southern Methodist University
2588,Sony Corporation
2589,U. of Pennsylvania and University of Geneva
2590,University of Geneva
2591,AT&T Bell Labs
2592,Bar Ilan University
2593,"Seminar fuer Sprachwissenschaft, Tuebingen"
2594,"Laboratory for Computational Linguistics, Technion, Israel"
2595,"Department of Computer Science, the Technion, Haifa, Israel"
2596,"Computer Science Department, University of Hertfordshire, UK"
2597,"Department of Computer Science, Technion, Israel Institute of Technology, Haifa, Israel"
2598,"Computational Linguistics Lab, Freiburg University"
2599,"Institute for Natural Language Processing, Stuttgart University"
2600,Computer Science Department
2601,"Mathematics Department, University of Hertfordshire, UK"
2602,"FORWISS, Erlangen"
2603,"Chair for Pattern Recognition, University of Erlangen"
2604,Universitat Pompeu Fabra
2605,Universitat de Barcelona
2606,University of Freiburg
2607,University of Utrecht
2608,Comp Sc
2609,Linguistics and Second Language Teaching
2610,Information Systems
2611,AT&T Labs -- Research
2612,"Natural Language Systems Division, Dept. of Computer Science, Univ. of Hamburg"
2613,Herriot-Watt University
2614,"University ""A.I. Cuza"", Iasi, Romania"
2615,Charles University
2616,"University of Edinburgh Language Technology Group, Human Communication Research Centre and Centre for Cognitive Science"
2617,"Texas Instruments, Inc."
2618,Tuebingen University/SfS
2619,"University of Zurich, Switzerland"
2620,SRI International
2621,"Univ of Aberdeen, CS"
2622,"Univ of Aberdeen, Medicine"
2623,"Rank Xerox Research Centre, Grenoble Laboratory, France"
2624,Xerox PARC and Stanford University
2625,"Microsoft Research Institute, Macquarie University"
2626,"SRI International, Cambridge"
2627,"Dept. of Computer Sciences, University of Texas at Austin"
2628,Univ. Stuttgart
2629,West Group
2630,"Simon Fraser University, Burnaby, Canada; TCC Communications, Victoria, Canada"
2631,Carnegie Mellon
2632,ATT Labs Research
2633,"CCL, UMIST"
2634,DSO National Laboratories
2635,"Bar Ilan University, Israel"
2636,"Weizmann Institute, Israel"
2637,Univ. of Pennsylvania
2638,Telia Research
2639,Copenhagen Business School
2640,"CNET, France Telecom"
2641,"Artificial Intelligence Center, SRI International, Menlo Park, California"
2642,"Dept. of Information Science, Kyoto University"
2643,"Dept. of Computer Science, Brandeis University"
2644,"Rank Xerox Research Centre, Grenoble"
2645,"C&C Res. Labs., NEC"
2646,"Universitaet des Saarlandes, Saarbruecken, Germany"
2647,"University of Groningen, Humanities Computing"
2648,"University of the Saarland, Saarbruecken, Germany"
2649,"Computational Linguistics Research Group, Freiburg University, Freiburg, Germany"
2650,"HP Labs, Bristol and University of Santa Barbara"
2651,"GMD, Darmstadt"
2652,"Bilkent University, Ankara, Turkey"
2653,"Dept. of English, University of Stirling"
2654,Bell Laboratories
2655,ATT Labs - Research
2656,USC/ISI
2657,"Theoretical Physics, Lund U."
2658,"DFKI GmbH, Saarbruecken, Germany"
2659,Thomson-CSF LCR
2660,Forum Technology - DRA Malvern
2661,Aberdeen
2662,Heriot-Watt
2663,Valstar Systems
2664,Tokyo Institute of Technology
2665,SMU
2666,NMSU
2667,"University of the Saarland, Saarbr""ucken, Germany"
2668,"Linkoping University, Sweden"
2669,University of Hamburg
2670,"Alfa-informatica, BCN, University of Groningen"
2671,"CSELT - Torino, Italy"
2672,"Dept. of Artificial Intelligence, University of Edinburgh"
2673,"Dept. of Computer Science, University of Edinburgh"
2674,"Department of Computer Science and Engineering, Pohang University of Science and Technology"
2675,"University of Duesseldorf, Germany"
2676,University of Melbourne
2677,"Microsoft Institute and Dept of Computing, Macquarie University"
2678,"Theory NEC Lab., RWCP"
